Sample	Type	AneuploidyScore(AS)	AS_del	AS_amp	Genome_doublings	Leuk	Purity	Stroma	Stroma_notLeukocyte
TCGA-BH-A1EY-01	BRCA	11	11	0	0	0.368798889	0.51	0.49	0.121201111
TCGA-BH-A1F0-01	BRCA	7	2	5	1	0.616828371	0.19	0.81	0.193171629
TCGA-BH-A1F2-01	BRCA	18	6	12	1	0.139884594	0.52	0.48	0.340115406
TCGA-BH-A1F6-01	BRCA	21	9	12	1	0.358080111	0.44	0.56	0.201919889
TCGA-BH-A1F8-01	BRCA	16	14	2	0	0.166301339	0.78	0.22	0.053698661
TCGA-BH-A1FC-01	BRCA	25	17	8	1	0.300034152	0.5	0.5	0.199965848
TCGA-BH-A1FD-01	BRCA	9	8	1	0	0.134285393	0.78	0.22	0.085714607
TCGA-BH-A1FE-01	BRCA	6	4	2	1	0.419870962	0.25	0.75	0.330129038
TCGA-BH-A1FE-06	BRCA	0	0	0	0	0.18300552	0.67	0.33	0.14699448
TCGA-BH-A1FG-01	BRCA	5	2	3	0	0.088455621	0.85	0.15	0.061544379
TCGA-BH-A1FJ-01	BRCA	3	2	1	0	0.042876848	0.93	0.07	0.027123152
TCGA-BH-A1FL-01	BRCA	4	2	2	0	0.085147791	0.82	0.18	0.094852209
TCGA-BH-A1FM-01	BRCA	21	8	13	1	0.081017641	0.7	0.3	0.218982359
TCGA-BH-A1FN-01	BRCA	12	8	4	1	0.113602321	0.7	0.3	0.186397679
TCGA-BH-A1FU-01	BRCA	26	17	9	1	0.417163337	0.22	0.78	0.362836663
TCGA-BH-A201-01	BRCA	4	3	1	0	0.114135699	0.56	0.44	0.325864301
TCGA-BH-A202-01	BRCA	21	19	2	1	0.283705551	0.46	0.54	0.256294449
TCGA-BH-A203-01	BRCA	15	5	10	1	0.335553462	0.37	0.63	0.294446538
TCGA-BH-A204-01	BRCA	7	5	2	0	0.066723297	0.89	0.11	0.043276703
TCGA-BH-A208-01	BRCA	19	8	11	1	0.184675494	0.31	0.69	0.505324506
TCGA-BH-A209-01	BRCA	19	17	2	1	0.398871711	0.25	0.75	0.351128289
TCGA-BH-A28O-01	BRCA	2	2	0	0	0.191023668	0.22	0.78	0.588976332
TCGA-BH-A28Q-01	BRCA	7	3	4	0	0.109854581	0.66	0.34	0.230145419
TCGA-BH-A2L8-01	BRCA	4	1	3	0	0.463837289	0.34	0.66	0.196162711
TCGA-BH-A42T-01	BRCA	11	10	1	0	0.17155087	0.76	0.24	0.06844913
TCGA-BH-A42V-01	BRCA	2	1	1	0	0.251114899	0.37	0.63	0.378885101
TCGA-BH-A5IZ-01	BRCA	11	11	0	0	#N/A	#N/A	#N/A	#N/A
TCGA-BH-A5J0-01	BRCA	21	7	14	1	#N/A	#N/A	#N/A	#N/A
TCGA-BH-A6R8-01	BRCA	14	2	12	0	0.204398826	0.72	0.28	0.075601174
TCGA-BH-A6R9-01	BRCA	0	0	0	0	0.33732774	1	0	-0.33732774
TCGA-BH-A8FY-01	BRCA	5	2	3	0	0.08502472	0.87	0.13	0.04497528
TCGA-BH-A8FZ-01	BRCA	9	7	2	0	0.311206671	0.35	0.65	0.338793329
TCGA-BH-A8G0-01	BRCA	2	1	1	0	0.381136668	0.29	0.71	0.328863332
TCGA-BH-AB28-01	BRCA	4	3	1	0	0.233644546	0.6	0.4	0.166355454
TCGA-C8-A12K-01	BRCA	6	4	2	0	0.377063303	0.53	0.47	0.092936697
TCGA-C8-A12L-01	BRCA	16	4	12	1	0.231727832	0.54	0.46	0.228272168
TCGA-C8-A12M-01	BRCA	17	10	7	1	0.115148918	0.69	0.31	0.194851082
TCGA-C8-A12N-01	BRCA	4	2	2	0	0.086903989	0.76	0.24	0.153096011
TCGA-C8-A12O-01	BRCA	27	9	18	1	0.226021241	0.37	0.63	0.403978759
TCGA-C8-A12P-01	BRCA	17	15	2	1	0.233637092	0.44	0.56	0.326362908
TCGA-C8-A12Q-01	BRCA	13	7	6	0	0.220562782	0.51	0.49	0.269437218
TCGA-C8-A12T-01	BRCA	2	0	2	0	0.100475504	0.7	0.3	0.199524496
TCGA-C8-A12U-01	BRCA	18	11	7	1	0.218955621	0.62	0.38	0.161044379
TCGA-C8-A12W-01	BRCA	27	17	10	2	0.178165518	0.44	0.56	0.381834482
TCGA-C8-A12X-01	BRCA	10	8	2	1	0.078898582	0.73	0.27	0.191101418
TCGA-C8-A12Y-01	BRCA	8	4	4	0	0.086196488	0.76	0.24	0.153803512
TCGA-C8-A12Z-01	BRCA	9	7	2	0	0.080593772	0.71	0.29	0.209406228
TCGA-C8-A130-01	BRCA	20	9	11	1	0.143927554	0.56	0.44	0.296072446
TCGA-C8-A131-01	BRCA	21	8	13	2	0.445070177	0.27	0.73	0.284929823
TCGA-C8-A132-01	BRCA	14	14	0	1	0.317465574	0.28	0.72	0.402534426
TCGA-C8-A133-01	BRCA	0	0	0	0	0.055695456	0.93	0.07	0.014304544
TCGA-C8-A134-01	BRCA	8	7	1	0	0.181099346	0.65	0.35	0.168900654
TCGA-C8-A135-01	BRCA	20	16	4	1	0.265913474	0.25	0.75	0.484086526
TCGA-C8-A137-01	BRCA	5	5	0	0	0.06704679	0.75	0.25	0.18295321
TCGA-C8-A138-01	BRCA	19	7	12	1	0.266221596	0.43	0.57	0.303778404
TCGA-C8-A1HE-01	BRCA	4	3	1	0	0.092453	0.8	0.2	0.107547
TCGA-C8-A1HF-01	BRCA	24	4	20	1	0.230423123	0.55	0.45	0.219576877
TCGA-C8-A1HG-01	BRCA	16	8	8	1	0.336322665	0.49	0.51	0.173677335
TCGA-C8-A1HI-01	BRCA	25	11	14	1	0.101253493	0.39	0.61	0.508746507
TCGA-C8-A1HJ-01	BRCA	8	8	0	0	0.182803821	0.76	0.24	0.057196179
TCGA-C8-A1HK-01	BRCA	25	9	16	1	0.120838042	0.76	0.24	0.119161958
TCGA-C8-A1HL-01	BRCA	12	11	1	1	0.09831759	0.69	0.31	0.21168241
TCGA-C8-A1HM-01	BRCA	23	11	12	2	0.286436897	0.42	0.58	0.293563103
TCGA-C8-A1HN-01	BRCA	20	11	9	1	0.122818287	0.72	0.28	0.157181713
TCGA-C8-A1HO-01	BRCA	5	4	1	0	0.087269252	0.81	0.19	0.102730748
TCGA-C8-A26V-01	BRCA	4	4	0	0	0.135837499	0.77	0.23	0.094162501
TCGA-C8-A26W-01	BRCA	7	6	1	0	0.227770464	0.64	0.36	0.132229536
TCGA-C8-A26X-01	BRCA	27	12	15	1	0.432304481	0.27	0.73	0.297695519
TCGA-C8-A26Y-01	BRCA	20	12	8	1	0.329603029	0.48	0.52	0.190396971
TCGA-C8-A26Z-01	BRCA	20	7	13	1	0.08261832	0.76	0.24	0.15738168
TCGA-C8-A273-01	BRCA	7	3	4	0	0.125975076	0.75	0.25	0.124024924
TCGA-C8-A274-01	BRCA	16	8	8	1	0.081749904	0.79	0.21	0.128250096
TCGA-C8-A275-01	BRCA	5	3	2	0	0.369117791	0.55	0.45	0.080882209
TCGA-C8-A278-01	BRCA	17	13	4	1	0.45298954	0.25	0.75	0.29701046
TCGA-C8-A27A-01	BRCA	16	15	1	1	0.093608577	0.76	0.24	0.146391423
TCGA-C8-A27B-01	BRCA	14	9	5	1	0.267183288	0.61	0.39	0.122816712
TCGA-C8-A3M7-01	BRCA	8	5	3	0	0.292923997	0.42	0.58	0.287076003
TCGA-C8-A3M8-01	BRCA	9	4	5	0	0.189535545	0.67	0.33	0.140464455
TCGA-C8-A8HP-01	BRCA	10	10	0	0	0.5836256	0.28	0.72	0.1363744
TCGA-C8-A8HQ-01	BRCA	5	5	0	0	0.260645796	0.61	0.39	0.129354204
TCGA-C8-A8HR-01	BRCA	10	7	3	0	0.344103108	0.26	0.74	0.395896892
TCGA-C8-A9FZ-01	BRCA	7	6	1	0	0.091641984	0.9	0.1	0.008358016
TCGA-D8-A13Y-01	BRCA	13	11	2	0	0.032932333	0.92	0.08	0.047067667
TCGA-D8-A13Z-01	BRCA	27	13	14	2	0.266369051	0.38	0.62	0.353630949
TCGA-D8-A140-01	BRCA	5	2	3	0	0.157916909	0.7	0.3	0.142083091
TCGA-D8-A141-01	BRCA	9	1	8	0	0.424940464	0.28	0.72	0.295059536
TCGA-D8-A143-01	BRCA	20	3	17	1	0.158031558	0.72	0.28	0.121968442
TCGA-D8-A145-01	BRCA	4	1	3	0	0.171878873	0.38	0.62	0.448121127
TCGA-D8-A147-01	BRCA	11	4	7	1	0.223832409	0.57	0.43	0.206167591
TCGA-D8-A1J8-01	BRCA	19	19	0	0	0.273251522	0.69	0.31	0.036748478
TCGA-D8-A1J9-01	BRCA	10	7	3	0	0.149426582	0.69	0.31	0.160573418
TCGA-D8-A1JA-01	BRCA	6	5	1	0	0.104109431	0.77	0.23	0.125890569
TCGA-D8-A1JB-01	BRCA	8	7	1	0	0.35871804	0.28	0.72	0.36128196
TCGA-D8-A1JC-01	BRCA	14	10	4	0	0.154892192	0.74	0.26	0.105107808
TCGA-D8-A1JD-01	BRCA	18	7	11	2	0.200819731	0.5	0.5	0.299180269
TCGA-D8-A1JE-01	BRCA	24	15	9	1	0.220389859	0.55	0.45	0.229610141
TCGA-D8-A1JF-01	BRCA	24	17	7	2	0.255721105	0.49	0.51	0.254278895
TCGA-D8-A1JG-01	BRCA	25	17	8	1	0.385071219	0.43	0.57	0.184928781
TCGA-D8-A1JH-01	BRCA	0	0	0	0	0.253297646	0.53	0.47	0.216702354
TCGA-D8-A1JI-01	BRCA	9	7	2	0	0.096300802	0.89	0.11	0.013699198
TCGA-D8-A1JJ-01	BRCA	22	16	6	1	0.180923641	0.43	0.57	0.389076359
TCGA-D8-A1JK-01	BRCA	21	10	11	2	0.286195688	0.41	0.59	0.303804312
TCGA-D8-A1JL-01	BRCA	23	20	3	1	0.441122856	0.42	0.58	0.138877144
TCGA-D8-A1JM-01	BRCA	14	12	2	0	0.15584275	0.85	0.15	-0.00584275
TCGA-D8-A1JN-01	BRCA	7	6	1	0	0.061003412	0.94	0.06	-0.001003412
TCGA-D8-A1JP-01	BRCA	4	3	1	0	0.170343698	0.68	0.32	0.149656302
TCGA-D8-A1JS-01	BRCA	2	1	1	0	0.028459846	0.91	0.09	0.061540154
TCGA-D8-A1JT-01	BRCA	18	4	14	0	0.080411758	0.88	0.12	0.039588242
TCGA-D8-A1JU-01	BRCA	4	2	2	0	0.212714514	0.4	0.6	0.387285486
TCGA-D8-A1X5-01	BRCA	20	11	9	1	0.189866749	0.57	0.43	0.240133251
TCGA-D8-A1X6-01	BRCA	13	9	4	1	0.156270557	0.66	0.34	0.183729443
TCGA-D8-A1X7-01	BRCA	4	1	3	0	0.128067518	0.76	0.24	0.111932482
TCGA-D8-A1X8-01	BRCA	3	2	1	0	0.212849486	0.59	0.41	0.197150514
TCGA-D8-A1X9-01	BRCA	4	4	0	0	0.149083317	0.75	0.25	0.100916683
TCGA-D8-A1XA-01	BRCA	17	14	3	0	0.105669136	0.84	0.16	0.054330864
TCGA-D8-A1XB-01	BRCA	3	1	2	0	0.116585705	0.63	0.37	0.253414295
TCGA-D8-A1XC-01	BRCA	2	0	2	0	0.059001088	0.88	0.12	0.060998912
TCGA-D8-A1XD-01	BRCA	6	5	1	0	0.055784919	0.78	0.22	0.164215081
TCGA-D8-A1XF-01	BRCA	25	9	16	1	0.074649028	0.78	0.22	0.145350972
TCGA-D8-A1XG-01	BRCA	4	3	1	0	0.045646588	0.83	0.17	0.124353412
TCGA-D8-A1XJ-01	BRCA	14	11	3	1	0.094716818	0.61	0.39	0.295283182
TCGA-D8-A1XK-01	BRCA	15	9	6	1	0.439609471	0.46	0.54	0.100390529
TCGA-D8-A1XL-01	BRCA	17	8	9	1	0.250895856	0.56	0.44	0.189104144
TCGA-D8-A1XM-01	BRCA	5	3	2	0	0.316984087	0.52	0.48	0.163015913
TCGA-D8-A1XO-01	BRCA	7	6	1	0	0.232675886	0.65	0.35	0.117324114
TCGA-D8-A1XQ-01	BRCA	10	9	1	2	0.277015319	0.48	0.52	0.242984681
TCGA-D8-A1XR-01	BRCA	6	4	2	0	0.082243164	0.87	0.13	0.047756836
TCGA-D8-A1XS-01	BRCA	8	2	6	0	0.154209671	0.76	0.24	0.085790329
TCGA-D8-A1XT-01	BRCA	12	10	2	0	0.261420128	0.56	0.44	0.178579872
TCGA-D8-A1XU-01	BRCA	19	18	1	0	0.193839573	0.67	0.33	0.136160427
TCGA-D8-A1XV-01	BRCA	1	0	1	0	0.05838737	0.69	0.31	0.25161263
TCGA-D8-A1XW-01	BRCA	18	16	2	1	0.267549741	0.64	0.36	0.092450259
TCGA-D8-A1XY-01	BRCA	25	18	7	1	0.130244054	0.45	0.55	0.419755946
TCGA-D8-A1XZ-01	BRCA	18	16	2	1	0.184077735	0.66	0.34	0.155922265
TCGA-D8-A1Y0-01	BRCA	10	6	4	0	0.262139211	0.56	0.44	0.177860789
TCGA-D8-A1Y1-01	BRCA	21	13	8	1	0.158788069	0.6	0.4	0.241211931
TCGA-D8-A1Y2-01	BRCA	12	4	8	0	0.389033312	0.43	0.57	0.180966688
TCGA-D8-A1Y3-01	BRCA	22	17	5	1	0.098649961	0.71	0.29	0.191350039
TCGA-D8-A27E-01	BRCA	0	0	0	0	0.205929654	0.47	0.53	0.324070346
TCGA-D8-A27F-01	BRCA	7	7	0	0	0.163267967	0.77	0.23	0.066732033
TCGA-D8-A27G-01	BRCA	4	3	1	0	0.285222469	0.53	0.47	0.184777531
TCGA-D8-A27H-01	BRCA	5	4	1	0	0.100596431	0.75	0.25	0.149403569
TCGA-D8-A27I-01	BRCA	12	4	8	0	0.318409877	0.27	0.73	0.411590123
TCGA-D8-A27K-01	BRCA	5	1	4	0	0.241039601	0.54	0.46	0.218960399
TCGA-D8-A27L-01	BRCA	7	3	4	0	0.282460709	0.45	0.55	0.267539291
TCGA-D8-A27M-01	BRCA	8	7	1	0	0.472230136	0.45	0.55	0.077769864
TCGA-D8-A27N-01	BRCA	8	4	4	0	0.218426789	0.58	0.42	0.201573211
TCGA-D8-A27P-01	BRCA	2	1	1	0	0.120098374	0.65	0.35	0.229901626
TCGA-D8-A27R-01	BRCA	21	18	3	1	0.310120413	0.4	0.6	0.289879587
TCGA-D8-A27T-01	BRCA	29	6	23	1	0.202166804	0.51	0.49	0.287833196
TCGA-D8-A27V-01	BRCA	13	2	11	0	0.122131768	0.64	0.36	0.237868232
TCGA-D8-A27W-01	BRCA	34	23	11	2	0.227788165	0.44	0.56	0.332211835
TCGA-D8-A3Z5-01	BRCA	6	2	4	0	0.126654763	0.44	0.56	0.433345237
TCGA-D8-A3Z6-01	BRCA	10	2	8	0	0.12568419	0.6	0.4	0.27431581
TCGA-D8-A4Z1-01	BRCA	1	1	0	0	0.201737192	0.16	0.84	0.638262808
TCGA-D8-A73U-01	BRCA	12	10	2	0	0.557686569	0.26	0.74	0.182313431
TCGA-D8-A73W-01	BRCA	5	4	1	0	0.191767545	0.7	0.3	0.108232455
TCGA-D8-A73X-01	BRCA	5	3	2	0	0.095487668	0.78	0.22	0.124512332
TCGA-E2-A105-01	BRCA	6	4	2	1	0.0617749	0.1	0.9	0.8382251
TCGA-E2-A107-01	BRCA	22	8	14	2	0.155742288	0.45	0.55	0.394257712
TCGA-E2-A108-01	BRCA	9	8	1	0	0.526360771	0.2	0.8	0.273639229
TCGA-E2-A109-01	BRCA	16	13	3	1	0.108875469	0.68	0.32	0.211124531
TCGA-E2-A10A-01	BRCA	6	4	2	0	0.074198244	0.82	0.18	0.105801756
TCGA-E2-A10B-01	BRCA	35	22	13	2	0.144609661	0.41	0.59	0.445390339
TCGA-E2-A10C-01	BRCA	21	14	7	1	0.245714026	0.5	0.5	0.254285974
TCGA-E2-A10E-01	BRCA	5	4	1	0	0.084829839	0.86	0.14	0.055170161
TCGA-E2-A10F-01	BRCA	6	4	2	0	0.196203001	0.52	0.48	0.283796999
TCGA-E2-A14N-01	BRCA	19	14	5	1	0.420068489	0.22	0.78	0.359931511
TCGA-E2-A14O-01	BRCA	32	17	15	1	0.129257253	0.7	0.3	0.170742747
TCGA-E2-A14P-01	BRCA	14	12	2	1	0.345360327	0.48	0.52	0.174639673
TCGA-E2-A14Q-01	BRCA	8	6	2	0	0.135963273	0.6	0.4	0.264036727
TCGA-E2-A14R-01	BRCA	11	6	5	1	0.09315086	0.79	0.21	0.11684914
TCGA-E2-A14S-01	BRCA	8	2	6	0	0.14693944	0.79	0.21	0.06306056
TCGA-E2-A14T-01	BRCA	16	7	9	1	0.164436522	0.55	0.45	0.285563478
TCGA-E2-A14U-01	BRCA	3	1	2	0	0.214588174	0.24	0.76	0.545411826
TCGA-E2-A14V-01	BRCA	17	9	8	1	0.159103602	0.5	0.5	0.340896398
TCGA-E2-A14W-01	BRCA	5	4	1	0	0.138589902	0.71	0.29	0.151410098
TCGA-E2-A14X-01	BRCA	27	21	6	1	0.275994902	0.38	0.62	0.344005098
TCGA-E2-A14Y-01	BRCA	6	3	3	0	0.18106093	0.78	0.22	0.03893907
TCGA-E2-A14Z-01	BRCA	22	10	12	1	0.281934245	0.41	0.59	0.308065755
TCGA-E2-A150-01	BRCA	16	9	7	1	0.266194207	0.53	0.47	0.203805793
TCGA-E2-A152-01	BRCA	25	8	17	1	0.123822192	0.58	0.42	0.296177808
TCGA-E2-A153-01	BRCA	28	23	5	2	0.212438811	0.34	0.66	0.447561189
TCGA-E2-A154-01	BRCA	29	19	10	2	0.048266184	0.62	0.38	0.331733816
TCGA-E2-A155-01	BRCA	8	7	1	0	0.103950126	0.82	0.18	0.076049874
TCGA-E2-A156-01	BRCA	2	1	1	0	0.053044706	0.92	0.08	0.026955294
TCGA-E2-A158-01	BRCA	7	4	3	0	0.03672775	1	0	-0.03672775
TCGA-E2-A159-01	BRCA	18	17	1	0	0.430843872	0.5	0.5	0.069156128
TCGA-E2-A15A-01	BRCA	20	10	10	1	0.220051066	0.58	0.42	0.199948934
TCGA-E2-A15A-06	BRCA	17	12	5	1	0.480778536	0.37	0.63	0.149221464
TCGA-E2-A15C-01	BRCA	9	3	6	0	0.11419889	0.75	0.25	0.13580111
TCGA-E2-A15D-01	BRCA	10	1	9	0	0.157442813	0.57	0.43	0.272557187
TCGA-E2-A15E-01	BRCA	23	20	3	1	0.071972611	0.33	0.67	0.598027389
TCGA-E2-A15E-06	BRCA	18	17	1	1	0.171516523	0.64	0.36	0.188483477
TCGA-E2-A15F-01	BRCA	9	7	2	0	0.175665535	0.63	0.37	0.194334465
TCGA-E2-A15G-01	BRCA	16	2	14	0	0.074454298	0.46	0.54	0.465545702
TCGA-E2-A15H-01	BRCA	17	15	2	1	0.114889745	0.54	0.46	0.345110255
TCGA-E2-A15I-01	BRCA	7	3	4	0	0.238050326	0.63	0.37	0.131949674
TCGA-E2-A15J-01	BRCA	5	2	3	0	0.052935047	0.89	0.11	0.057064953
TCGA-E2-A15K-01	BRCA	6	3	3	0	0.236842127	0.7	0.3	0.063157873
TCGA-E2-A15K-06	BRCA	5	3	2	0	0.067030761	0.96	0.04	-0.027030761
TCGA-E2-A15L-01	BRCA	3	1	2	0	0.100183991	0.85	0.15	0.049816009
TCGA-E2-A15M-01	BRCA	16	5	11	1	0.440148988	0.28	0.72	0.279851012
TCGA-E2-A15O-01	BRCA	11	3	8	0	0.111153882	0.79	0.21	0.098846118
TCGA-E2-A15P-01	BRCA	6	6	0	0	0.123859275	0.61	0.39	0.266140725
TCGA-E2-A15R-01	BRCA	9	5	4	0	0.053118893	0.88	0.12	0.066881107
TCGA-E2-A15S-01	BRCA	10	7	3	1	0.048283162	0.73	0.27	0.221716838
TCGA-E2-A15T-01	BRCA	5	3	2	0	0.053535983	0.87	0.13	0.076464017
TCGA-E2-A1AZ-01	BRCA	22	15	7	1	0.308468882	0.48	0.52	0.211531118
TCGA-E2-A1B0-01	BRCA	27	22	5	1	0.309972608	0.45	0.55	0.240027392
TCGA-E2-A1B1-01	BRCA	2	2	0	0	0.330589264	0.23	0.77	0.439410736
TCGA-E2-A1B4-01	BRCA	2	1	1	0	0.066947044	0.8	0.2	0.133052956
TCGA-E2-A1B5-01	BRCA	5	2	3	0	0.63551324	0.17	0.83	0.19448676
TCGA-E2-A1BC-01	BRCA	7	5	2	0	0.151716485	0.56	0.44	0.288283515
TCGA-E2-A1BD-01	BRCA	20	9	11	2	0.063701648	0.68	0.32	0.256298352
TCGA-E2-A1IE-01	BRCA	5	4	1	0	0.108939246	0.71	0.29	0.181060754
TCGA-E2-A1IF-01	BRCA	6	4	2	0	0.237346744	0.35	0.65	0.412653256
TCGA-E2-A1IG-01	BRCA	4	2	2	0	0.122409414	0.76	0.24	0.117590586
TCGA-E2-A1IH-01	BRCA	22	8	14	1	0.265177558	0.44	0.56	0.294822442
TCGA-E2-A1II-01	BRCA	18	14	4	0	0.543946654	0.47	0.53	-0.013946654
TCGA-E2-A1IJ-01	BRCA	6	3	3	0	0.363840813	0.39	0.61	0.246159187
TCGA-E2-A1IK-01	BRCA	0	0	0	0	0.31602455	0.45	0.55	0.23397545
TCGA-E2-A1IL-01	BRCA	6	3	3	0	0.082292544	0.77	0.23	0.147707456
TCGA-E2-A1IN-01	BRCA	20	9	11	1	0.087011081	0.6	0.4	0.312988919
TCGA-E2-A1IO-01	BRCA	10	6	4	0	0.26317432	0.55	0.45	0.18682568
TCGA-E2-A1IU-01	BRCA	3	2	1	0	0.216197418	0.66	0.34	0.123802582
TCGA-E2-A1L6-01	BRCA	5	2	3	0	0.183368609	0.48	0.52	0.336631391
TCGA-E2-A1L7-01	BRCA	6	5	1	0	0.225574257	0.78	0.22	-0.005574257
TCGA-E2-A1L8-01	BRCA	20	16	4	1	0.177877704	0.57	0.43	0.252122296
TCGA-E2-A1L9-01	BRCA	4	0	4	0	0.166744276	0.59	0.41	0.243255724
TCGA-E2-A1LA-01	BRCA	3	2	1	0	0.351198942	0.56	0.44	0.088801058
TCGA-E2-A1LB-01	BRCA	1	1	0	0	0.186729397	0.67	0.33	0.143270603
TCGA-E2-A1LE-01	BRCA	13	9	4	0	0.321983022	0.52	0.48	0.158016978
TCGA-E2-A1LG-01	BRCA	19	9	10	1	0.168730682	0.78	0.22	0.051269318
TCGA-E2-A1LH-01	BRCA	18	12	6	1	0.482242093	0.32	0.68	0.197757907
TCGA-E2-A1LI-01	BRCA	26	21	5	2	0.427165591	0.3	0.7	0.272834409
TCGA-E2-A1LK-01	BRCA	16	10	6	1	0.090631211	0.67	0.33	0.239368789
TCGA-E2-A1LL-01	BRCA	13	10	3	1	0.270081777	0.46	0.54	0.269918223
TCGA-E2-A2P5-01	BRCA	26	12	14	1	0.198821766	0.6	0.4	0.201178234
TCGA-E2-A2P6-01	BRCA	6	4	2	0	0.081539677	0.86	0.14	0.058460323
TCGA-E2-A3DX-01	BRCA	2	1	1	0	0.442540601	0.29	0.71	0.267459399
TCGA-E2-A56Z-01	BRCA	17	4	13	1	0.079668183	0.78	0.22	0.140331817
TCGA-E2-A570-01	BRCA	7	1	6	0	0.109011294	0.61	0.39	0.280988706
TCGA-E2-A573-01	BRCA	27	21	6	1	0.447501001	0.36	0.64	0.192498999
TCGA-E2-A574-01	BRCA	27	10	17	2	0.060168711	0.75	0.25	0.189831289
TCGA-E2-A576-01	BRCA	10	9	1	0	0.098597379	0.8	0.2	0.101402621
TCGA-E2-A9RU-01	BRCA	27	19	8	2	0.077049773	0.54	0.46	0.382950227
TCGA-E9-A1N3-01	BRCA	1	1	0	0	0.047445109	0.78	0.22	0.172554891
TCGA-E9-A1N4-01	BRCA	6	6	0	0	0.259223955	0.64	0.36	0.100776045
TCGA-E9-A1N5-01	BRCA	7	5	2	0	0.237078724	0.66	0.34	0.102921276
TCGA-E9-A1N6-01	BRCA	15	14	1	1	0.207341312	0.49	0.51	0.302658688
TCGA-E9-A1N8-01	BRCA	10	9	1	0	0.042558767	0.95	0.05	0.007441233
TCGA-E9-A1N9-01	BRCA	17	8	9	2	0.177368532	0.48	0.52	0.342631468
TCGA-E9-A1NA-01	BRCA	11	8	3	1	0.156121377	0.61	0.39	0.233878623
TCGA-E9-A1NC-01	BRCA	5	5	0	0	0.443660104	0.41	0.59	0.146339896
TCGA-E9-A1ND-01	BRCA	16	15	1	1	0.459384312	0.37	0.63	0.170615688
TCGA-E9-A1NE-01	BRCA	4	0	4	0	0.501603954	0.24	0.76	0.258396046
TCGA-E9-A1NF-01	BRCA	21	9	12	1	0.169233791	0.47	0.53	0.360766209
TCGA-E9-A1NG-01	BRCA	5	4	1	0	0.32370428	0.34	0.66	0.33629572
TCGA-E9-A1NH-01	BRCA	19	17	2	1	0.165381352	0.57	0.43	0.264618648
TCGA-E9-A1NI-01	BRCA	22	16	6	1	0.091921488	0.66	0.34	0.248078512
TCGA-E9-A1QZ-01	BRCA	11	4	7	0	0.458540888	0.3	0.7	0.241459112
TCGA-E9-A1R0-01	BRCA	5	4	1	0	0.310055477	0.52	0.48	0.169944523
TCGA-E9-A1R2-01	BRCA	7	2	5	0	0.197554614	0.67	0.33	0.132445386
TCGA-E9-A1R3-01	BRCA	23	10	13	1	0.218652697	0.47	0.53	0.311347303
TCGA-E9-A1R4-01	BRCA	17	6	11	1	0.400718814	0.39	0.61	0.209281186
TCGA-E9-A1R5-01	BRCA	10	3	7	0	0.095077152	0.7	0.3	0.204922848
TCGA-E9-A1R6-01	BRCA	21	7	14	1	0.114109965	0.65	0.35	0.235890035
TCGA-E9-A1R7-01	BRCA	13	8	5	0	0.155331159	0.65	0.35	0.194668841
TCGA-E9-A1RA-01	BRCA	25	12	13	1	0.37708051	0.38	0.62	0.24291949
TCGA-E9-A1RB-01	BRCA	27	12	15	1	0.178088665	0.57	0.43	0.251911335
TCGA-E9-A1RC-01	BRCA	28	21	7	1	0.030363269	0.8	0.2	0.169636731
TCGA-E9-A1RD-01	BRCA	12	3	9	1	0.068915558	0.65	0.35	0.281084442
TCGA-E9-A1RE-01	BRCA	18	9	9	1	0.10661573	0.77	0.23	0.12338427
TCGA-E9-A1RF-01	BRCA	16	7	9	1	0.132977988	0.49	0.51	0.377022012
TCGA-E9-A1RG-01	BRCA	20	14	6	1	0.167016927	0.7	0.3	0.132983073
TCGA-E9-A1RH-01	BRCA	23	11	12	1	0.161322678	0.43	0.57	0.408677322
TCGA-E9-A1RI-01	BRCA	6	3	3	0	0.181684056	0.59	0.41	0.228315944
TCGA-E9-A226-01	BRCA	7	6	1	0	0.073599516	0.63	0.37	0.296400484
TCGA-E9-A227-01	BRCA	2	1	1	0	0.328942255	0.56	0.44	0.111057745
TCGA-E9-A228-01	BRCA	3	3	0	0	0.097351566	0.74	0.26	0.162648434
TCGA-E9-A229-01	BRCA	4	4	0	0	0.224742038	0.59	0.41	0.185257962
TCGA-E9-A22A-01	BRCA	9	7	2	0	0.272405421	0.4	0.6	0.327594579
TCGA-E9-A22B-01	BRCA	9	7	2	1	0.103539462	0.5	0.5	0.396460538
TCGA-E9-A22D-01	BRCA	16	5	11	1	0.273945762	0.38	0.62	0.346054238
TCGA-E9-A22E-01	BRCA	16	6	10	1	0.120219126	0.41	0.59	0.469780874
TCGA-E9-A22G-01	BRCA	11	9	2	0	0.062927054	0.9	0.1	0.037072946
TCGA-E9-A22H-01	BRCA	4	2	2	0	0.236275754	0.69	0.31	0.073724246
TCGA-E9-A243-01	BRCA	21	15	6	1	0.61242613	0.21	0.79	0.17757387
TCGA-E9-A244-01	BRCA	13	8	5	2	0.238752429	0.46	0.54	0.301247571
TCGA-E9-A245-01	BRCA	1	0	1	0	0.107042397	0.24	0.76	0.652957603
TCGA-E9-A247-01	BRCA	22	8	14	2	0.067577842	0.72	0.28	0.212422158
TCGA-E9-A248-01	BRCA	15	12	3	1	0.558087625	0.27	0.73	0.171912375
